text,sentiment
"Heartwarming and uplifting, left me feeling great afterwards amazing",positive
Phenomenal acting and a gripping storyline that kept me hooked wonderful,positive
I was deeply disappointed by the quality of this production dreadful,negative
"One of the best films I have ever seen, truly a masterpiece of cinema amazing",positive
"Depressing and poorly executed, left me feeling frustrated dreadful",negative
"Completely boring from beginning to end, terrible film horrible",negative
"Dreadful storytelling and poor visuals, not worth watching at all horrible",negative
"Loved the characters, the plot, and the ending was perfect ",positive
The director did an incredible job with this beautiful film wonderful,positive
Decent enough for a casual viewing but nothing memorable ,neutral
"Poor script, bad acting, hated absolutely everything about it awful",negative
"Brilliant storytelling and amazing visuals, worth every penny ",positive
Some scenes were enjoyable while others felt a bit slow and flat average,neutral
"Neither impressive nor terrible, just an ordinary film overall average",neutral
The story was fine and the acting was acceptable throughout ,neutral
"Heartwarming and uplifting, left me feeling great afterwards great",positive
"Heartwarming and uplifting, left me feeling great afterwards ",positive
"Dreadful storytelling and poor visuals, not worth watching at all awful",negative
The film has both strengths and weaknesses that balance each other ,neutral
"Completely boring from beginning to end, terrible film awful",negative
"Completely boring from beginning to end, terrible film dreadful",negative
Had potential but the execution was only mediocre in places average,neutral
"Hated the characters, the plot was boring, the ending was awful awful",negative
This movie was absolutely fantastic and I loved every single moment of it ,positive
"This is easily one of the worst movies ever made, do not watch horrible",negative
"Average film overall, nothing particularly special to write about decent",neutral
"Poor script, bad acting, hated absolutely everything about it dreadful",negative
"Depressing and poorly executed, left me feeling frustrated terrible",negative
"One of the best films I have ever seen, truly a masterpiece of cinema wonderful",positive
"Poor script, bad acting, hated absolutely everything about it awful",negative
I was deeply disappointed by the quality of this production ,negative
A feel-good masterpiece that I will watch again and again wonderful,positive
The story was fine and the acting was acceptable throughout okay,neutral
